,latitude,longitude,possible_illegal,room_type
1776,40.6924715849,-73.9387461893,False,Private room
1781,40.6914249656,-73.9348106412,True,Entire home/apt
1783,40.6860517339,-73.9315939424,True,Entire home/apt
1784,40.6835057698,-73.9322404468,True,Entire home/apt
1785,40.7003514803,-73.9434022641,False,Private room
1786,40.6889010188,-73.9538341708,True,Entire home/apt
1789,40.6958950267,-73.9448958347,True,Private room
1790,40.6868698589,-73.9451802224,True,Entire home/apt
1792,40.6854870823,-73.9472423668,False,Private room
1796,40.6863453133,-73.9324553087,False,Private room
1797,40.6862033904,-73.9475445413,False,Entire home/apt
1800,40.67909862,-73.9385936634,True,Entire home/apt
1801,40.6924657595,-73.959484928,True,Entire home/apt
1802,40.684256637,-73.9566879819,False,Entire home/apt
1805,40.6920962839,-73.9602323417,False,Private room
1813,40.6936701671,-73.9470926886,True,Entire home/apt
1816,40.6784221119,-73.9396127424,False,Entire home/apt
1817,40.6849778057,-73.9319188658,False,Entire home/apt
1824,40.6842017919,-73.9589438733,False,Private room
1825,40.6847757257,-73.9297121444,True,Entire home/apt
1828,40.6817149914,-73.9208518019,False,Entire home/apt
1831,40.6853360919,-73.9343283398,True,Entire home/apt
1833,40.6925974738,-73.9471919925,False,Entire home/apt
1840,40.6851787095,-73.9441935334,False,Entire home/apt
1843,40.6898734374,-73.9585171079,False,Private room
1847,40.6833060069,-73.9533904551,False,Private room
1848,40.6827096627,-73.9429469196,True,Entire home/apt
1849,40.6892826144,-73.9597563797,False,Entire home/apt
1852,40.6874323992,-73.9202365917,False,Private room
1856,40.6895016018,-73.9527863615,True,Private room
1860,40.6936510492,-73.9584076608,False,Entire home/apt
1861,40.6884417651,-73.9449145689,False,Entire home/apt
1870,40.6832157805,-73.9508546924,False,Private room
1871,40.6815642548,-73.9534185499,False,Private room
1881,40.6819093918,-73.943276948,False,Entire home/apt
1882,40.6885310524,-73.9498034668,False,Private room
1889,40.6868572974,-73.9497266435,False,Entire home/apt
1894,40.6854892415,-73.9326837685,False,Entire home/apt
1900,40.683580081,-73.9483830439,False,Entire home/apt
1909,40.6851527089,-73.9198104755,False,Entire home/apt
1914,40.6870927682,-73.9555774483,True,Entire home/apt
1920,40.6897830984,-73.9375136642,True,Entire home/apt
1921,40.6834781708,-73.9575344872,False,Private room
1923,40.6816547853,-73.9514897391,True,Private room
1925,40.6847617912,-73.9297507941,True,Entire home/apt
1930,40.6817204457,-73.9237707198,False,Private room
1934,40.6942993541,-73.9480977389,False,Private room
1936,40.6853137209,-73.95184578,True,Private room
1941,40.6867352255,-73.9207250039,False,Private room
1942,40.6805759596,-73.9385602407,True,Entire home/apt
1944,40.6873948786,-73.9485875518,False,Entire home/apt
1950,40.6868482444,-73.9552609011,True,Entire home/apt
1952,40.6830591784,-73.9314056623,True,Entire home/apt
1953,40.6856939108,-73.9435840297,True,Entire home/apt
1954,40.6900283876,-73.9402473534,True,Private room
1955,40.6819386165,-73.9289555358,True,Entire home/apt
1956,40.6806820117,-73.9534979839,False,Private room
1959,40.6896606921,-73.9408753118,True,Private room
1960,40.689858658,-73.9589221633,False,Entire home/apt
1962,40.6813654398,-73.9564989814,True,Private room
1963,40.6899704652,-73.9420501028,False,Entire home/apt
1965,40.6794647467,-73.9522506052,False,Entire home/apt
1967,40.6909729055,-73.9454541909,False,Private room
1970,40.6962782394,-73.9501708991,False,Private room
1973,40.6912712125,-73.9420194714,False,Private room
1977,40.6848530641,-73.9368360613,True,Entire home/apt
1980,40.695257863,-73.9506193287,False,Entire home/apt
1982,40.6980703066,-73.9468527482,False,Private room
1984,40.6877798345,-73.9556026692,True,Entire home/apt
1989,40.6819056537,-73.9547506122,False,Entire home/apt
1992,40.6903330879,-73.9414960003,False,Private room
1993,40.6921192576,-73.9342277631,False,Private room
1994,40.6835632956,-73.9404210036,False,Private room
1998,40.6887770689,-73.9310943487,False,Private room
2000,40.6854492966,-73.9504917885,False,Entire home/apt
2005,40.6794119709,-73.9127174297,False,Private room
2007,40.6853855206,-73.9516930514,False,Private room
2009,40.692423483,-73.9509658855,False,Entire home/apt
2012,40.6890525342,-73.9461722811,False,Private room
2016,40.6945138813,-73.9441928662,False,Entire home/apt
2024,40.6892696021,-73.9476737199,False,Private room
2028,40.6946095458,-73.9340585489,False,Private room
2030,40.6928266191,-73.9599782393,False,Entire home/apt
2032,40.6820810487,-73.9299392839,False,Entire home/apt
2033,40.681518345,-73.9393479626,False,Entire home/apt
2039,40.6835384081,-73.9567757237,False,Private room
2041,40.6906135153,-73.9257560474,True,Private room
2043,40.6840926275,-73.9399183034,True,Private room
2046,40.6822562185,-73.9547325773,False,Entire home/apt
2047,40.684725874,-73.9498324836,False,Private room
2048,40.6883650955,-73.9256048053,False,Entire home/apt
2049,40.6956011752,-73.9482688198,True,Private room
2056,40.6837581722,-73.9564394832,False,Private room
2058,40.6938880342,-73.9305808863,True,Entire home/apt
2060,40.6911774284,-73.9592800448,False,Entire home/apt
2064,40.6817578073,-73.9139983565,False,Entire home/apt
2065,40.6801991004,-73.9136621291,False,Entire home/apt
2066,40.694818171,-73.9383194391,False,Private room
2068,40.6881217719,-73.9462650584,False,Entire home/apt
2070,40.6863935505,-73.9295697909,False,Private room
2074,40.6943530495,-73.9329424832,False,Private room
2075,40.6938493076,-73.9481049502,False,Entire home/apt
2078,40.6966817391,-73.9371484439,True,Shared room
2083,40.6845153165,-73.9553461731,True,Entire home/apt
2093,40.6843483722,-73.9380583197,False,Entire home/apt
2094,40.6916445669,-73.942133055,True,Private room
2098,40.6924110258,-73.9488546542,True,Entire home/apt
2099,40.695857242,-73.9340291776,False,Private room
2101,40.682071027,-73.9327927621,False,Entire home/apt
2102,40.6865082085,-73.9330045472,True,Entire home/apt
2108,40.6845728376,-73.9334939299,False,Entire home/apt
2113,40.6858684378,-73.9209411646,False,Private room
2115,40.6824150965,-73.9477352778,True,Private room
2118,40.6817848828,-73.9417850954,False,Entire home/apt
2120,40.6846932874,-73.9346670968,True,Entire home/apt
2121,40.6844472608,-73.9378504277,True,Entire home/apt
2124,40.6939229285,-73.9481943304,False,Private room
2127,40.6888772014,-73.9586272611,False,Entire home/apt
2129,40.690870416,-73.9356438887,True,Entire home/apt
2132,40.6902889637,-73.9544348257,False,Entire home/apt
2153,40.6911233241,-73.9520330803,True,Private room
2159,40.6849727894,-73.9559249547,True,Entire home/apt
2161,40.6787440392,-73.9074525791,True,Entire home/apt
2169,40.6836427871,-73.9263813497,True,Entire home/apt
2174,40.6808376512,-73.928036845,True,Entire home/apt
2183,40.6796628397,-73.9319941765,True,Entire home/apt
2184,40.6820015969,-73.9224597852,True,Entire home/apt
2185,40.6910439735,-73.9534014991,False,Entire home/apt
2186,40.6869025502,-73.9225398327,False,Private room
2188,40.6916878041,-73.9602971412,True,Entire home/apt
2190,40.6867961599,-73.9236881682,True,Entire home/apt
2191,40.6838481478,-73.9234912446,False,Private room
2192,40.6818767013,-73.9437274604,False,Entire home/apt
2199,40.6933990728,-73.9507047383,True,Private room
2202,40.6898962146,-73.9264609289,True,Entire home/apt
2203,40.6784870024,-73.9167155258,True,Entire home/apt
2204,40.6785912383,-73.9387825829,False,Private room
2210,40.678787243,-73.9365267362,True,Entire home/apt
2213,40.6932878705,-73.9506925943,False,Private room
2217,40.6876898087,-73.9307355855,False,Private room
2218,40.6819348842,-73.9342207711,True,Entire home/apt
2219,40.6847856878,-73.924919883,False,Entire home/apt
2223,40.6807515635,-73.9472483872,False,Entire home/apt
2224,40.6889665116,-73.9356935899,True,Entire home/apt
2228,40.6820967946,-73.9219855364,False,Entire home/apt
2229,40.6958835921,-73.9338446416,False,Private room
2231,40.6825647505,-73.9347285312,False,Entire home/apt
2233,40.6944064179,-73.947661408,False,Entire home/apt
2234,40.6845545771,-73.9342700729,True,Private room
2235,40.6833632964,-73.9494903402,False,Entire home/apt
2236,40.6849212773,-73.9314098835,True,Entire home/apt
2238,40.6860099125,-73.958068048,False,Entire home/apt
2239,40.6854764972,-73.949881902,False,Entire home/apt
2240,40.6901365435,-73.9516077794,False,Private room
2245,40.6874431581,-73.9232151181,False,Private room
2252,40.6910022385,-73.9253487871,True,Entire home/apt
2254,40.6880450684,-73.9523436614,False,Private room
2255,40.6827366815,-73.9185582922,False,Entire home/apt
2256,40.6893816333,-73.949737884,True,Private room
2259,40.689512041,-73.9552413301,False,Private room
2260,40.6820982975,-73.9163173842,False,Private room
2261,40.6847103481,-73.9532514593,True,Entire home/apt
2262,40.685404493,-73.920068623,False,Private room
2264,40.6899944117,-73.9503145356,False,Private room
2265,40.6841106325,-73.9320778933,False,Private room
2266,40.6889622156,-73.9560191978,False,Entire home/apt
2268,40.6813136925,-73.9411277214,False,Private room
2274,40.6797329031,-73.9305790242,False,Private room
2277,40.6831623176,-73.9390582524,False,Private room
2279,40.6865593959,-73.9534812702,True,Entire home/apt
2284,40.6909137401,-73.9549341264,False,Private room
2285,40.6881078971,-73.9239774216,True,Entire home/apt
2286,40.6938344321,-73.9484528293,True,Entire home/apt
2291,40.6973278857,-73.9361282189,False,Private room
2292,40.6819101816,-73.9513638649,False,Private room
2294,40.6826526322,-73.9194342707,False,Private room
2295,40.6826828048,-73.9209130691,False,Entire home/apt
2300,40.6883041764,-73.9503826386,False,Private room
2301,40.6801904553,-73.9304184875,True,Entire home/apt
2302,40.6864201791,-73.9344017032,False,Shared room
2304,40.690674058,-73.9264328813,False,Private room
2305,40.6849104561,-73.9491882536,False,Private room
2308,40.6872882902,-73.9208589092,False,Private room
2323,40.6894328251,-73.9243996047,True,Entire home/apt
2325,40.6827647397,-73.9526354853,True,Private room
2327,40.6840711456,-73.9487992107,False,Private room
2328,40.6866674619,-73.93897125,True,Entire home/apt
2329,40.6819343439,-73.9408429918,True,Entire home/apt
2331,40.6926960194,-73.9465621598,False,Private room
2332,40.6957591462,-73.9408248756,True,Entire home/apt
2335,40.6933439559,-73.9460793788,True,Private room
2336,40.6818619827,-73.9411348064,True,Entire home/apt
2337,40.6867479737,-73.9449685679,False,Private room
2342,40.6920002433,-73.9385168555,False,Private room
2346,40.6869679786,-73.9567118365,False,Entire home/apt
2347,40.6815000377,-73.9171876234,False,Entire home/apt
2352,40.6927790826,-73.9467781402,False,Private room
2354,40.6955416098,-73.9575876281,False,Private room
2362,40.6934358807,-73.9590862257,True,Entire home/apt
2363,40.6910272016,-73.9544089194,True,Entire home/apt
2367,40.68064984,-73.9515433808,True,Entire home/apt
2372,40.6812130815,-73.9303780957,True,Entire home/apt
2378,40.6842473675,-73.9276152187,True,Entire home/apt
2379,40.6884563875,-73.9565271989,False,Entire home/apt
2380,40.6887549641,-73.9237716001,False,Private room
2383,40.6812331258,-73.9498406692,True,Private room
2388,40.685112111,-73.9323957113,False,Private room
2390,40.690964411,-73.9461268692,False,Private room
2395,40.6872596782,-73.9379339233,False,Entire home/apt
2398,40.684437524,-73.956924066,False,Entire home/apt
2400,40.6857792281,-73.9481672686,True,Entire home/apt
2402,40.6830927515,-73.9421926429,True,Entire home/apt
2404,40.6898444733,-73.9270279202,False,Entire home/apt
2405,40.6795452164,-73.9466156368,False,Entire home/apt
2406,40.6838312507,-73.9529818861,False,Private room
2407,40.6932133955,-73.9551970168,True,Entire home/apt
2411,40.6823749812,-73.9525652771,False,Entire home/apt
2413,40.6883543375,-73.9409213812,False,Entire home/apt
2414,40.692152896,-73.9598921036,True,Private room
2415,40.6924970528,-73.9591966495,False,Private room
2416,40.6915366481,-73.9554440492,False,Entire home/apt
2417,40.6813400499,-73.9363674212,False,Entire home/apt
2418,40.6840428721,-73.9351212246,True,Entire home/apt
2419,40.6863924667,-73.950895917,False,Private room
2426,40.6813747925,-73.9234256481,False,Private room
2427,40.6871008585,-73.9519016533,False,Private room
2431,40.6817450422,-73.9388567955,True,Entire home/apt
2438,40.6821072278,-73.9477524495,False,Entire home/apt
2442,40.6882988677,-73.9564396165,True,Entire home/apt
2445,40.6852559291,-73.9322458448,True,Entire home/apt
2447,40.6889817682,-73.9412015986,False,Entire home/apt
2449,40.6801010183,-73.9097552865,False,Private room
2451,40.6804729267,-73.9515694588,True,Entire home/apt
2455,40.6801813592,-73.9483934017,True,Private room
2458,40.6821684498,-73.9534007319,False,Private room
2460,40.6838348199,-73.9222645912,True,Entire home/apt
2464,40.6932182524,-73.9458075053,True,Entire home/apt
2466,40.6838976826,-73.950418471,False,Private room
2470,40.6875734483,-73.9303180606,False,Entire home/apt
2473,40.6832688421,-73.9212408219,True,Entire home/apt
2474,40.6923958631,-73.9602875291,False,Entire home/apt
2477,40.6877052147,-73.9518284685,False,Entire home/apt
2478,40.6881646124,-73.9536380691,True,Private room
2479,40.6859271239,-73.9593244013,True,Private room
2481,40.6834998612,-73.9381162257,False,Entire home/apt
2482,40.6835083271,-73.9289143942,False,Private room
2487,40.6795819605,-73.9368749241,True,Entire home/apt
2496,40.6842559796,-73.950536709,True,Entire home/apt
2503,40.6874369735,-73.926992003,True,Entire home/apt
2504,40.6836625321,-73.9247042979,True,Private room
2505,40.6881689249,-73.9514679363,False,Private room
2506,40.685123601,-73.95767033,False,Entire home/apt
2507,40.6881820572,-73.9589992598,False,Entire home/apt
2514,40.6822660598,-73.9330510118,False,Private room
2515,40.6942639482,-73.9312136509,False,Entire home/apt
2516,40.6846592531,-73.9257649578,False,Entire home/apt
2519,40.6891659219,-73.9290082017,True,Private room
2521,40.682155585,-73.947878867,True,Private room
2523,40.6938072283,-73.9439959861,False,Private room
2524,40.679295236,-73.9100482224,True,Private room
2533,40.6885240808,-73.9358756963,True,Entire home/apt
2537,40.6956054388,-73.9360270061,False,Private room
2538,40.6836866886,-73.9266452473,True,Entire home/apt
2540,40.6785465371,-73.9494902828,True,Private room
2542,40.6844403683,-73.9420131345,False,Entire home/apt
2544,40.6809839468,-73.9510823871,False,Entire home/apt
2548,40.6811760474,-73.948537546,True,Private room
2549,40.6792660578,-73.9320765031,True,Entire home/apt
2550,40.6879826816,-73.9390258505,True,Entire home/apt
2555,40.6791226015,-73.9506031768,False,Entire home/apt
2556,40.6932885496,-73.9560655625,False,Private room
2559,40.6800120306,-73.9549119857,True,Private room
2563,40.6826834751,-73.9282534249,False,Private room
2564,40.6896763815,-73.9572625266,False,Private room
2566,40.6796839738,-73.9471539427,True,Private room
2568,40.6871747884,-73.9346440082,False,Entire home/apt
2569,40.6856906579,-73.9303775993,False,Private room
2572,40.6782841108,-73.92965368,True,Private room
2573,40.686900224,-73.9549557768,False,Private room
2580,40.6879119156,-73.9583898829,False,Entire home/apt
2581,40.6823994847,-73.9503878528,False,Private room
2583,40.6850975901,-73.9565537116,False,Entire home/apt
2589,40.6852331209,-73.9292627594,False,Private room
2593,40.6892021794,-73.9417061039,False,Private room
2594,40.6917968215,-73.9467278072,False,Private room
2595,40.6908700171,-73.94043056,True,Entire home/apt
2597,40.6798777122,-73.928306434,False,Entire home/apt
2600,40.6831383906,-73.939633122,False,Entire home/apt
