,GEOID,County ,median_rent,monthly_BnB,rent_diff,poverty_rate,premium_pct_median_rent
1628,36081088400,Queens,1637.0,4550.0,2913.0,0.0631092868138,1.77947464875
1629,36081088901,Queens,1137.0,4992.0,3855.0,0.225237449118,3.39050131926
1630,36081089200,Queens,2023.0,2985.0,962.0,0.0260869565217,0.475531389026
1634,36081092200,Queens,1705.0,5550.0,3845.0,0.0172117039587,2.25513196481
1637,36081093401,Queens,1436.0,4650.0,3214.0,0.0357142857143,2.23816155989
1640,36081093900,Queens,1624.0,3000.0,1376.0,0.059880239521,0.847290640394
1641,36081094201,Queens,1348.0,3500.0,2152.0,0.0659340659341,1.59643916914
1642,36081094202,Queens,680.0,4410.0,3730.0,0.2683912692,5.48529411765
1643,36081094203,Queens,865.0,5571.42857143,4706.42857143,0.0371959942775,5.44095788605
1645,36081094700,Queens,1458.0,12000.0,10542.0,0.144409937888,7.2304526749
1646,36081095400,Queens,1264.0,4957.5,3693.5,0.167958656331,2.92207278481
1647,36081096400,Queens,1336.0,5053.33333333,3717.33333333,0.122613065327,2.78243512974
1648,36081097202,Queens,1035.0,4500.0,3465.0,0.271604938272,3.34782608696
1649,36081097203,Queens,410.0,5100.0,4690.0,0.411728772144,11.4390243902
1650,36081097204,Queens,801.0,2550.0,1749.0,0.247218788628,2.18352059925
1652,36081098100,Queens,1616.0,12000.0,10384.0,0.0653789004458,6.42574257426
1654,36081099200,Queens,1095.0,6600.0,5505.0,0.211790393013,5.02739726027
1657,36081099704,Queens,1640.0,5595.0,3955.0,0.0557508789553,2.41158536585
1659,36081099801,Queens,1133.0,2625.0,1492.0,0.161523309258,1.31685789938
1668,36081103900,Queens,1666.0,3150.0,1484.0,0.0277938621888,0.890756302521
1673,36081109300,Queens,1794.0,7500.0,5706.0,0.0180084745763,3.18060200669
1675,36081109900,Queens,1504.0,4500.0,2996.0,0.0581516095535,1.9920212766
1676,36081111300,Queens,1955.0,5595.0,3640.0,0.0585197934596,1.86189258312
1677,36081112300,Queens,1746.0,4230.0,2484.0,0.105675146771,1.42268041237
1678,36081112900,Queens,1812.0,5400.0,3588.0,0.0552845528455,1.98013245033
1682,36081114700,Queens,1938.0,1830.0,-108.0,0.0526315789474,-0.0557275541796
1686,36081115900,Queens,1381.0,2400.0,1019.0,0.117041198502,0.737871107893
1687,36081116100,Queens,1405.0,3900.0,2495.0,0.185286103542,1.77580071174
1688,36081116300,Queens,1343.0,4050.0,2707.0,0.20618556701,2.0156366344
1698,36081119900,Queens,1591.0,2430.0,839.0,0.128865979381,0.527341294783
1700,36081120300,Queens,1417.0,3600.0,2183.0,0.169811320755,1.54057868737
1701,36081120500,Queens,1056.0,3300.0,2244.0,0.256990679095,2.125
1702,36081120700,Queens,1690.0,4965.0,3275.0,0.105485232068,1.93786982249
1704,36081121500,Queens,1420.0,1470.0,50.0,0.136281588448,0.0352112676056
1705,36081122300,Queens,1745.0,15300.0,13555.0,0.0520951302378,7.76790830946
1706,36081122701,Queens,1144.0,2400.0,1256.0,0.104527296937,1.0979020979
1707,36081122702,Queens,539.0,1710.0,1171.0,0.421361502347,2.17254174397
1708,36081124100,Queens,1493.0,2835.0,1342.0,0.0767441860465,0.898861352981
1710,36081127700,Queens,2209.0,7552.5,5343.5,0.0565371024735,2.41896785876
1716,36081133300,Queens,1691.0,10500.0,8809.0,0.0437044745057,5.20934358368
1718,36081134100,Queens,1726.0,1470.0,-256.0,0.062091503268,-0.1483198146
1719,36081134700,Queens,1615.0,9000.0,7385.0,0.1589958159,4.57275541796
1721,36081137700,Queens,1547.0,5400.0,3853.0,0.118477593616,2.49062702004
1727,36081140902,Queens,2033.0,2550.0,517.0,0.0525641025641,0.25430398426
1728,36081141700,Queens,1615.0,5495.0,3880.0,0.0337552742616,2.40247678019
1730,36081143500,Queens,1798.0,2400.0,602.0,0.0780141843972,0.334816462736
1731,36081144100,Queens,1552.0,8970.0,7418.0,0.10941475827,4.77963917526
1737,36081146700,Queens,1525.0,1860.0,335.0,0.0722891566265,0.219672131148
1742,36081152901,Queens,2054.0,3000.0,946.0,0.0587912087912,0.460564751704
1752,36081161700,Queens,1382.0,3090.0,1708.0,0.0241286863271,1.23589001447
1753,36081162100,Queens,1490.0,3975.0,2485.0,0.0969773299748,1.6677852349
1755,36085000300,Richmond,1149.0,3150.0,2001.0,0.0880281690141,1.74151436031
1756,36085000600,Richmond,689.0,2250.0,1561.0,0.0960784313725,2.26560232221
1757,36085000700,Richmond,968.0,5048.18181818,4080.18181818,0.285070785071,4.21506386176
1758,36085000800,Richmond,1222.0,2655.0,1433.0,0.0910256410256,1.17266775777
1759,36085000900,Richmond,1215.0,3480.0,2265.0,0.175965665236,1.86419753086
1760,36085001700,Richmond,1156.0,3570.0,2414.0,0.241206030151,2.08823529412
1763,36085002002,Richmond,1534.0,3600.0,2066.0,0.0793269230769,1.34680573664
1764,36085002700,Richmond,1350.0,3760.0,2410.0,0.322580645161,1.78518518519
1765,36085003300,Richmond,1152.0,2580.0,1428.0,0.0834213305174,1.23958333333
1768,36085004000,Richmond,830.0,2100.0,1270.0,0.240037652965,1.53012048193
1769,36085004700,Richmond,1353.0,6000.0,4647.0,0.020618556701,3.43458980044
1770,36085005000,Richmond,1500.0,4185.0,2685.0,0.0793357933579,1.79
1771,36085005900,Richmond,1244.0,2970.0,1726.0,0.080303030303,1.38745980707
1772,36085006400,Richmond,706.0,3570.0,2864.0,0.173255813953,4.0566572238
1773,36085006700,Richmond,1166.0,5370.0,4204.0,0.0379746835443,3.60548885077
1774,36085007000,Richmond,1454.0,4800.0,3346.0,0.102691924227,2.30123796424
1775,36085007400,Richmond,982.0,12350.0,11368.0,0.109794628752,11.5763747454
1776,36085007500,Richmond,1383.0,2955.0,1572.0,0.251908396947,1.13665943601
1777,36085007700,Richmond,1154.0,1800.0,646.0,0.208074534161,0.55979202773
1778,36085008100,Richmond,872.0,5280.0,4408.0,0.220930232558,5.05504587156
1780,36085009602,Richmond,1266.0,2850.0,1584.0,0.0167597765363,1.25118483412
1781,36085009700,Richmond,1139.0,3600.0,2461.0,0.152866242038,2.16066725198
1782,36085010500,Richmond,1147.0,2550.0,1403.0,0.126602564103,1.22319093287
1783,36085011201,Richmond,1400.0,4800.0,3400.0,0.0164581961817,2.42857142857
1784,36085011202,Richmond,1217.0,2580.0,1363.0,0.142122186495,1.11996713229
1790,36085012804,Richmond,1169.0,1860.0,691.0,0.0867959372114,0.591103507271
1795,36085013204,Richmond,1415.0,3075.0,1660.0,0.0721966205837,1.17314487633
1797,36085013302,Richmond,1210.0,2250.0,1040.0,0.158236057069,0.859504132231
1799,36085013800,Richmond,1128.0,4155.0,3027.0,0.00827912477824,2.6835106383
1800,36085014100,Richmond,1143.0,2070.0,927.0,0.227194492255,0.811023622047
1801,36085014604,Richmond,1203.0,1950.0,747.0,0.09036445332,0.620947630923
1802,36085014605,Richmond,1218.0,1950.0,732.0,0.0352595494613,0.600985221675
1803,36085014606,Richmond,1491.0,2250.0,759.0,0.0578811369509,0.509054325956
1811,36085015603,Richmond,1472.0,2100.0,628.0,0.0606758832565,0.426630434783
1819,36085017012,Richmond,1364.0,1800.0,436.0,0.0717423133236,0.319648093842
1821,36085017700,Richmond,1656.0,12870.0,11214.0,0.0375321336761,6.77173913043
1823,36085018702,Richmond,961.0,1800.0,839.0,0.0318746623447,0.873048907388
1824,36085018902,Richmond,1289.0,1470.0,181.0,0.092959671907,0.140418929403
1830,36085020804,Richmond,1231.0,21000.0,19769.0,0.0790816326531,16.059301381
1831,36085021300,Richmond,987.0,5460.0,4473.0,0.212785388128,4.53191489362
1834,36085023100,Richmond,1555.0,4500.0,2945.0,0.164265129683,1.89389067524
1835,36085023900,Richmond,935.0,2520.0,1585.0,0.241293532338,1.69518716578
1836,36085024401,Richmond,1330.0,7425.0,6095.0,0.0238095238095,4.58270676692
1851,36085030302,Richmond,1680.0,9000.0,7320.0,0.161053276179,4.35714285714
1853,36085031902,Richmond,773.0,3000.0,2227.0,0.399180327869,2.88098318241
1854,36085032300,Richmond,1336.0,2550.0,1214.0,0.184523809524,0.908682634731
